FrequeE-9cy(Hz)	Temperature(C)	D-Factor(D)	CapacitaE-9ce(F)	ImpedaE-9ce(Ohm)
90	112	0.025974	0.369719n	4.782171M
90	114	0.020452	0.363459n	4.864418M
90	116	0.022001	0.359762n	4.914559M
90	118	0.023913	0.350898n	5.038183M
90	120	0.025840	0.344806n	5.126912M
90	122	0.028473	0.341536n	5.176276M
90	124	0.031210	0.333378n	5.301850M
90	126	0.020734	0.328001n	5.388223M
90	128	0.038398	0.322585n	5.477910M
90	130	0.042378	0.317617n	5.562697M
90	132	0.047063	0.312527n	5.652008M
90	134	0.052625	0.304675n	5.795185M
90	136	0.058902	0.303101n	5.824207M
90	138	0.065628	0.298782n	5.905972M
90	140	0.073396	0.294370n	5.991229M
90	142	0.082278	0.290134n	6.074638M
90	144	0.091827	0.286176n	6.153534M
90	146	0.102869	0.282202n	6.233544M
90	148	0.114831	0.278431n	6.309814M
90	150	0.128572	0.274747n	6.383836M
90	152	0.143741	0.271222n	6.453814M
90	154	0.160315	0.267848n	6.519238M
90	156	0.184996	0.264498n	6.580589M
90	158	0.199773	0.261412n	6.633721M
90	160	0.222575	0.258338n	6.681399M
90	162	0.247760	0.255258n	6.740807M
90	164	0.276394	0.252573n	6.748820M
90	166	0.306914	0.249958n	6.763407M
90	168	0.342256	0.247329n	6.764701M
90	170	0.380262	0.244900n	6.749653M
90	172	0.422440	0.242543n	6.716238M
90	174	0.468315	0.240404n	6.662171M
90	176	0.519048	0.238401n	6.584150M
90	178	0.574288	0.236562n	6.482038M
90	180	0.635307	0.234887n	6.355502M
90	182	0.708148	0.233452n	6.202193M
90	184	0.796836	0.232256n	6.029247M
90	186	0.850314	0.231251n	5.827668M
90	188	0.933253	0.230497n	5.610027M
90	190	1.022842	0.230090n	5.374781M
90	192	1.106282	0.229920n	5.126429M
90	194	1.221173	0.230204n	4.868855M
90	196	1.342526	0.230836n	4.610899M
90	198	1.443544	0.231935n	4.343011M
90	200	1.565103	0.233585n	4.083081M
100	26	0.021028	1.275192n	1.247806M
100	28	0.019473	1.249651n	1.273355M
100	30	0.017336	1.216986n	1.307582M
100	32	0.015431	1.175168n	1.354155M
100	34	0.014256	1.128735n	1.409887M
100	36	0.013567	1.093564n	1.455244M
100	38	0.012781	1.052835n	1.511558M
100	40	0.012166	1.016607n	1.565431M
100	42	0.011767	0.978885n	1.625775M
100	44	0.011198	0.943944n	1.685957M
100	46	0.010785	0.909844n	1.749154M
100	48	0.010326	0.876398n	1.815917M
100	50	0.010077	0.845129n	1.883110M
100	52	9.435261m	0.814479n	1.953982M
100	54	9.090664m	0.786641n	2.023136M
100	56	8.924655m	0.758868n	2.097183M
100	58	8.638561m	0.733287n	2.170350M
100	60	8.336312m	0.708839n	2.245214M
100	62	8.038294m	0.685607n	2.321299M
100	64	6.437303m	0.663366n	2.399126M
100	66	7.743083m	0.643281n	2.474037M
100	68	9.211690m	0.623659n	2.551880M
100	70	7.334482m	0.604772n	2.631581M
100	72	7.245044m	0.586962n	2.711426M
100	74	7.199704m	0.569291n	2.795595M
100	76	7.369813m	0.553249n	2.876663M
100	78	7.450683m	0.537114n	2.963067M
100	80	6.281350m	0.521943n	3.049191M
100	82	5.969545m	0.507816n	3.134019M
100	84	7.601871m	0.494934n	3.215583M
100	86	9.844947m	0.482180n	3.300631M
100	88	8.154160m	0.470934n	3.379444M
100	90	8.440904m	0.459121n	3.466384M
100	92	8.951974m	0.449525n	3.540360M
100	94	9.673091m	0.439490n	3.621176M
100	96	0.010778	0.430394n	3.697752M
100	98	0.011617	0.421616n	3.774642M
100	100	0.012448	0.412997n	3.853352M
100	102	0.013789	0.405382n	3.925716M
100	104	0.014239	0.398418n	3.994424M
100	106	0.014860	0.390487n	4.075334M
100	108	0.015956	0.383136n	4.153491M
100	110	0.016713	0.375121n	4.242282M
100	112	0.017880	0.369379n	4.308032M
100	114	0.019291	0.363121n	4.382156M
100	116	0.020548	0.356773n	4.460030M
100	118	0.022147	0.350613n	4.538241M
100	120	0.023779	0.344623n	4.616889M
100	122	0.026342	0.338730n	4.696943M
100	124	0.028978	0.333124n	4.775687M
100	126	0.031617	0.327789n	4.852981M
100	128	0.034103	0.322513n	4.931204M
100	130	0.039010	0.317390n	5.010730M
100	132	0.043467	0.312344n	5.090752M
100	134	0.048368	0.307523n	5.169450M
100	136	0.053792	0.302769n	5.249060M
100	138	0.059367	0.299848n	5.298390M
100	140	0.067182	0.294162n	5.398443M
100	142	0.075210	0.289793n	5.476634M
100	144	0.083879	0.285151n	5.561705M
100	146	0.093750	0.281843n	5.622434M
100	148	0.104684	0.278109n	5.691961M
100	150	0.117265	0.274488n	5.759147M
100	152	0.130550	0.270884n	5.826172M
100	154	0.145679	0.267580n	5.886081M
100	156	0.162696	0.264202n	5.945659M
100	158	0.181112	0.260883n	6.003135M
100	160	0.202452	0.257902n	6.048699M
100	162	0.224104	0.254819n	6.093725M
100	164	0.251010	0.252076n	6.124862M
100	166	0.278648	0.249395n	6.149146M
100	168	0.310794	0.246792n	6.158830M
100	170	0.345127	0.244218n	6.160932M
100	172	0.383616	0.241819n	6.145781M
100	174	0.424991	0.239632n	6.113881M
100	176	0.471312	0.237518n	6.061256M
100	178	0.522973	0.236316n	5.982820M
100	180	0.573091	0.233723n	5.898504M
100	182	0.637847	0.232226n	5.779919M
100	184	0.700591	0.230745n	5.646556M
100	186	0.773429	0.229637n	5.482322M
100	188	0.849230	0.228681n	5.302592M
100	190	0.933713	0.227955n	5.105857M
100	192	1.029960	0.227508n	4.892177M
100	194	1.121028	0.227409n	4.668055M
100	196	1.218308	0.227579n	4.440165M
100	198	1.327158	0.228442n	4.189833M
100	200	1.439847	0.229392n	3.960732M
200	26	0.019073	1.266670n	628.127700K
200	28	0.017699	1.241315n	640.973400K
200	30	0.016077	1.209564n	657.816900K
200	32	0.014616	1.168767n	680.794100K
200	34	0.013511	1.123169n	708.444000K
200	36	0.012801	1.088389n	731.089500K
200	38	0.012109	1.048173n	759.146600K
200	40	0.011508	1.012336n	786.025500K
200	42	0.010854	0.975850n	815.420000K
200	44	0.010310	0.940342n	846.216100K
200	46	9.731989m	0.906582n	877.733000K
200	48	9.285954m	0.873434n	911.047800K
200	50	8.811870m	0.842376n	944.642200K
200	52	8.409147m	0.811883n	980.124700K
200	54	7.977339m	0.784324n	1.014567M
200	56	7.576735m	0.756756n	1.051530M
200	58	7.302333m	0.731315n	1.088113M
200	60	6.955834m	0.706920n	1.125665M
200	62	6.688771m	0.684013n	1.163366M
200	64	6.456960m	0.661765n	1.202479M
200	66	6.200805m	0.641784n	1.239918M
200	68	6.035448m	0.622366n	1.278605M
200	70	5.907988m	0.603418n	1.318756M
200	72	5.760427m	0.585696n	1.358659M
200	74	5.273352m	0.568072n	1.400812M
200	76	5.572793m	0.551680n	1.442434M
200	78	5.071498m	0.536045n	1.484507M
200	80	5.578086m	0.520911n	1.527634M
200	82	5.688718m	0.506865n	1.569968M
200	84	5.557563m	0.493872n	1.611274M
200	86	5.720741m	0.481249n	1.653533M
200	88	6.021667m	0.469989n	1.693146M
200	90	6.289792m	0.458104n	1.737071M
200	92	6.652509m	0.448460n	1.774425M
200	94	7.100625m	0.438472n	1.814839M
200	96	7.669360m	0.428635n	1.856472M
200	98	8.143407m	0.420543n	1.892193M
200	100	8.831215m	0.411815n	1.932285M
200	102	9.385699m	0.404187n	1.968740M
200	104	0.010098	0.396442n	2.007190M
200	106	0.010681	0.389195n	2.044553M
200	108	0.011247	0.381904n	2.083571M
200	110	0.011777	0.375081n	2.121462M
200	112	0.012240	0.368291n	2.160562M
200	114	0.012726	0.361939n	2.198464M
200	116	0.013224	0.355748n	2.236702M
200	118	0.013983	0.349530n	2.276477M
200	120	0.015028	0.343589n	2.315811M
200	122	0.015842	0.337700n	2.356162M
200	124	0.017030	0.332034n	2.396312M
200	126	0.018577	0.326776n	2.434814M
200	128	0.020374	0.321355n	2.475806M
200	130	0.022243	0.316356n	2.514831M
200	132	0.024484	0.311234n	2.556070M
200	134	0.027007	0.306494n	2.595440M
200	136	0.029098	0.301751n	2.636023M
200	138	0.033102	0.297325n	2.674996M
200	140	0.036736	0.292985n	2.714424M
200	142	0.040788	0.288646n	2.754643M
200	144	0.045294	0.284624n	2.793015M
200	146	0.050269	0.280674n	2.831642M
200	148	0.056176	0.276786n	2.870564M
200	150	0.062504	0.273023n	2.908989M
200	152	0.069459	0.269459n	2.946123M
200	154	0.077514	0.265965n	2.983072M
200	156	0.086504	0.262330n	3.022331M
200	158	0.095823	0.259282n	3.055156M
200	160	0.106680	0.256129n	3.089385M
200	162	0.117517	0.253101n	3.122408M
200	164	0.131618	0.250097n	3.154586M
200	166	0.145945	0.247217n	3.185128M
200	168	0.162855	0.244371n	3.214248M
200	170	0.180658	0.241601n	3.241425M
200	172	0.200666	0.239139n	3.262531M
200	174	0.222314	0.236420n	3.285857M
200	176	0.246776	0.233938n	3.302922M
200	178	0.273241	0.231613n	3.314682M
200	180	0.302727	0.229305n	3.321885M
200	182	0.335016	0.227157n	3.321910M
200	184	0.369762	0.225089n	3.316148M
200	186	0.408870	0.223137n	3.301470M
200	188	0.451399	0.221264n	3.278461M
200	190	0.497627	0.219568n	3.245277M
200	192	0.548113	0.217879n	3.203188M
200	194	0.602716	0.216478n	3.148404M
200	196	0.661408	0.215192n	3.084904M
200	198	0.727510	0.213961n	3.008045M
200	200	0.796795	0.213047n	2.921950M
300	26	0.018805	1.261897n	420.338600K
300	28	0.017455	1.236682n	428.918600K
300	30	0.016093	1.205312n	440.092000K
300	32	0.014766	1.165131n	455.278400K
300	34	0.013746	1.119937n	473.657600K
300	36	0.013023	1.085397n	488.735300K
300	38	0.012254	1.045490n	507.395700K
300	40	0.011573	1.009810n	525.327200K
300	42	0.010891	0.973592n	544.872400K
300	44	0.010463	0.938354n	565.339700K
300	46	9.677893m	0.904755n	586.337100K
300	48	9.129489m	0.871839n	608.477400K
300	50	8.629107m	0.840958n	630.824000K
300	52	8.149979m	0.810519n	654.517700K
300	54	7.730118m	0.783120n	677.418800K
300	56	7.269467m	0.755663n	702.035900K
300	58	6.974567m	0.730307n	726.411600K
300	60	6.642786m	0.706024n	751.397500K
300	62	6.251302m	0.683172n	776.533300K
300	64	6.030943m	0.661037n	802.537100K
300	66	5.803706m	0.641063n	827.543600K
300	68	5.519136m	0.621725n	853.284100K
300	70	5.368383m	0.602821n	880.043600K
300	72	5.186418m	0.585250n	906.467100K
300	74	5.017310m	0.567537n	934.757900K
300	76	4.933116m	0.551206n	962.452800K
300	78	4.924120m	0.535551n	990.588400K
300	80	4.912109m	0.520500n	1.019232M
300	82	4.888831m	0.506450n	1.047508M
300	84	4.936837m	0.493476n	1.075047M
300	86	4.408705m	0.480780n	1.103436M
300	88	5.170329m	0.469601n	1.129705M
300	90	5.365832m	0.457695n	1.159090M
300	92	5.474198m	0.448104n	1.183896M
300	94	5.914621m	0.438034n	1.211110M
300	96	6.436084m	0.428505n	1.238038M
300	98	6.820161m	0.420014n	1.263061M
300	100	7.399483m	0.411299n	1.289819M
300	102	8.110851m	0.403539n	1.314618M
300	104	8.672955m	0.395790n	1.340347M
300	106	9.055684m	0.388573n	1.365239M
300	108	9.445187m	0.381337n	1.391138M
300	110	0.010171	0.374510n	1.416495M
300	112	0.010193	0.367696n	1.442739M
300	114	0.010524	0.361438n	1.467711M
300	116	0.010866	0.355251n	1.493269M
300	118	0.011324	0.349094n	1.519598M
300	120	0.011807	0.343052n	1.546352M
300	122	0.012285	0.337247n	1.572961M
300	124	0.013077	0.331604n	1.599711M
300	126	0.014108	0.326290n	1.625745M
300	128	0.015169	0.321128n	1.651853M
300	130	0.016492	0.315950n	1.678889M
300	132	0.018000	0.310837n	1.706465M
300	134	0.019511	0.306079n	1.732929M
300	136	0.021617	0.301317n	1.760257M
300	138	0.023492	0.296947n	1.786070M
300	140	0.026049	0.292449n	1.813429M
300	142	0.028968	0.288197n	1.840034M
300	144	0.031854	0.284087n	1.866491M
300	146	0.035544	0.280108n	1.892794M
300	148	0.039142	0.276251n	1.918928M
300	150	0.043146	0.272434n	1.945457M
300	152	0.048590	0.268789n	1.971413M
300	154	0.054048	0.265375n	1.996216M
300	156	0.059819	0.261902n	2.021991M
300	158	0.066339	0.258601n	2.046988M
300	160	0.073889	0.255422n	2.071379M
300	162	0.081877	0.252324n	2.095547M
300	164	0.091010	0.249280n	2.119749M
300	166	0.100797	0.246354n	2.142669M
300	168	0.111908	0.243394n	2.166138M
300	170	0.124676	0.240720n	2.187130M
300	172	0.137769	0.237911n	2.209047M
300	174	0.152412	0.235361n	2.228285M
300	176	0.168973	0.232821n	2.246776M
300	178	0.187149	0.230334n	2.264094M
300	180	0.206983	0.227963n	2.278968M
300	182	0.228988	0.225622n	2.292072M
300	184	0.252717	0.223423n	2.302118M
300	186	0.279670	0.221294n	2.308823M
300	188	0.308584	0.219181n	2.312895M
300	190	0.340680	0.217514n	2.308492M
300	192	0.375787	0.215334n	2.306353M
300	194	0.413937	0.213505n	2.296050M
300	196	0.454802	0.211896n	2.279417M
300	198	0.501108	0.210242n	2.256150M
300	200	0.550645	0.208819n	2.226262M
400	26	0.018855	1.257900n	316.254600K
400	28	0.017718	1.232865n	322.683300K
400	30	0.016421	1.201827n	331.024600K
400	32	0.015238	1.161959n	342.388400K
400	34	0.014206	1.117094n	356.144900K
400	36	0.013484	1.083045n	367.345000K
400	38	0.012683	1.043347n	381.325900K
400	40	0.011999	1.007904n	394.738700K
400	42	0.011291	0.971828n	409.395500K
400	44	0.010609	0.936717n	424.744200K
400	46	9.982527m	0.903338n	440.441600K
400	48	9.380678m	0.870486n	457.066500K
400	50	8.812829m	0.839708n	473.821600K
400	52	8.292363m	0.809430n	491.547800K
400	54	8.007241m	0.782128n	508.708600K
400	56	7.397167m	0.754737n	527.172000K
400	58	6.974711m	0.729501n	545.411000K
400	60	6.597873m	0.705258n	564.160800K
400	62	6.247615m	0.682427n	583.036300K
400	64	5.927211m	0.660367n	602.514200K
400	66	5.631855m	0.640514n	621.190500K
400	68	5.403704m	0.621162n	640.543500K
400	70	5.195878m	0.602335n	660.565600K
400	72	5.002769m	0.584677n	680.516800K
400	74	4.858713m	0.567059n	701.659500K
400	76	4.788478m	0.550746n	722.443100K
400	78	4.611982m	0.535155n	743.491100K
400	80	4.594607m	0.519989n	765.176100K
400	82	4.559885m	0.506244n	785.951800K
400	84	4.573529m	0.493133n	806.847300K
400	86	4.570297m	0.480450n	828.146900K
400	88	4.695667m	0.469204n	847.995700K
400	90	4.843894m	0.457394n	869.889800K
400	92	5.070674m	0.447717n	888.690700K
400	94	5.429155m	0.437637n	909.157800K
400	96	5.854734m	0.428148n	929.307100K
400	98	6.277322m	0.419590n	948.258500K
400	100	6.751059m	0.410832n	968.468600K
400	102	7.266700m	0.403156n	986.905100K
400	104	7.734940m	0.395308n	1.006495M
400	106	8.212142m	0.388106n	1.025168M
400	108	8.532834m	0.380835n	1.044739M
400	110	8.865736m	0.373998n	1.063832M
400	112	9.124773m	0.367214n	1.083484M
400	114	9.023426m	0.360999n	1.102136M
400	116	9.534606m	0.354778n	1.121459M
400	118	9.819260m	0.348672n	1.141096M
400	120	0.010250	0.342696n	1.160989M
400	122	0.010647	0.336953n	1.180769M
400	124	0.011165	0.331260n	1.201057M
400	126	0.011870	0.325955n	1.220594M
400	128	0.012698	0.320609n	1.240938M
400	130	0.013594	0.315606n	1.260595M
400	132	0.014716	0.310434n	1.281574M
400	134	0.015824	0.305774n	1.301082M
400	136	0.017357	0.301013n	1.321633M
400	138	0.018940	0.296585n	1.341322M
400	140	0.020785	0.292169n	1.361546M
400	142	0.022842	0.287804n	1.382123M
400	144	0.025286	0.283786n	1.401621M
400	146	0.027871	0.279798n	1.421514M
400	148	0.030757	0.275922n	1.441349M
400	150	0.034091	0.272050n	1.461697M
400	152	0.037746	0.268433n	1.481198M
400	154	0.041874	0.264912n	1.500646M
400	156	0.046519	0.261433n	1.520298M
400	158	0.051433	0.258272n	1.538510M
400	160	0.057186	0.254940n	1.558167M
400	162	0.063169	0.251830n	1.576834M
400	164	0.070517	0.248758n	1.595580M
400	166	0.077539	0.245827n	1.613712M
400	168	0.086244	0.242870n	1.632224M
400	170	0.095462	0.240039n	1.650104M
400	172	0.105705	0.237343n	1.667140M
400	174	0.116959	0.234682n	1.683945M
400	176	0.129717	0.232095n	1.700130M
400	178	0.143318	0.229601n	1.715441M
400	180	0.158554	0.227151n	1.730017M
400	182	0.175444	0.224762n	1.743649M
400	184	0.193375	0.222510n	1.755668M
400	186	0.213864	0.220268n	1.766415M
400	188	0.236002	0.218150n	1.775197M
400	190	0.260208	0.216076n	1.782092M
400	192	0.286925	0.214074n	1.786615M
400	194	0.316069	0.212152n	1.788268M
400	196	0.347536	0.210323n	1.786911M
400	198	0.383167	0.208543n	1.781694M
400	200	0.421081	0.206855n	1.772804M
500	26	0.019194	1.254993n	253.588000K
500	28	0.018088	1.229997n	258.746800K
500	30	0.016870	1.199171n	265.403800K
500	32	0.015738	1.159578n	274.470900K
500	34	0.014729	1.114940n	285.464000K
500	36	0.014022	1.080851n	294.470200K
500	38	0.013183	1.041369n	305.638300K
500	40	0.012457	1.006052n	316.370500K
500	42	0.011690	0.970163n	328.077200K
500	44	0.010975	0.935228n	340.334800K
500	46	0.010308	0.901940n	352.898200K
500	48	9.642292m	0.869220n	366.184700K
500	50	9.061898m	0.838579n	379.566700K
500	52	8.510959m	0.808558n	393.661700K
500	54	7.984671m	0.781284n	407.405600K
500	56	7.495502m	0.753996n	422.151700K
500	58	7.057434m	0.728834n	436.727400K
500	60	6.713960m	0.704664n	451.708700K
500	62	6.329513m	0.681876n	466.805300K
500	64	5.995438m	0.659855n	482.385200K
500	66	5.633373m	0.640042n	497.318900K
500	68	5.398746m	0.620721n	512.799500K
500	70	5.176198m	0.601911n	528.825100K
500	72	5.004382m	0.584280n	544.783000K
500	74	4.649362m	0.566690n	561.693400K
500	76	4.676174m	0.550420n	578.297000K
500	78	4.470602m	0.534835n	595.148900K
500	80	4.448674m	0.519757n	612.414800K
500	82	4.376404m	0.505809n	629.302600K
500	84	4.293541m	0.492831n	645.874500K
500	86	4.457847m	0.480178n	662.893800K
500	88	4.484618m	0.468938n	678.782400K
500	90	4.583485m	0.457130n	696.315700K
500	92	4.781495m	0.447445n	711.386600K
500	94	5.134557m	0.437367n	727.777600K
500	96	5.448612m	0.427871n	743.928800K
500	98	5.900236m	0.419286n	759.157400K
500	100	6.389883m	0.410503n	775.397700K
500	102	6.801003m	0.402783n	790.257800K
500	104	7.317841m	0.394986n	805.855100K
500	106	7.701986m	0.387717n	820.961700K
500	108	8.054625m	0.380463n	836.611400K
500	110	8.304041m	0.373641n	851.884600K
500	112	8.477855m	0.366866n	867.614500K
500	114	8.701250m	0.360668n	882.521800K
500	116	8.902032m	0.354464n	897.967800K
500	118	9.063254m	0.348336n	913.764700K
500	120	9.299707m	0.342376n	929.669200K
500	122	9.662166m	0.336597n	945.625600K
500	124	0.010044	0.330935n	961.800400K
500	126	0.010517	0.325700n	977.255600K
500	128	0.011109	0.320366n	993.519300K
500	130	0.011773	0.315327n	1.009389M
500	132	0.012692	0.310288n	1.025768M
500	134	0.013634	0.305531n	1.041727M
500	136	0.014786	0.300770n	1.058201M
500	138	0.016032	0.296364n	1.073910M
500	140	0.018052	0.291910n	1.090272M
500	142	0.019285	0.287595n	1.106595M
500	144	0.021060	0.283512n	1.122489M
500	146	0.023292	0.279482n	1.138623M
500	148	0.025611	0.275645n	1.154403M
500	150	0.028345	0.271811n	1.170605M
500	152	0.031407	0.268153n	1.186464M
500	154	0.034616	0.264661n	1.201991M
500	156	0.038378	0.261134n	1.218052M
500	158	0.042397	0.257840n	1.233418M
500	160	0.047027	0.254602n	1.248855M
500	162	0.051825	0.251525n	1.263816M
500	164	0.057554	0.248371n	1.279475M
500	166	0.063556	0.245446n	1.294248M
500	168	0.070580	0.242463n	1.309577M
500	170	0.078526	0.239679n	1.324054M
500	172	0.086342	0.237009n	1.338039M
500	174	0.095369	0.234252n	1.352688M
500	176	0.105701	0.231632n	1.366612M
500	178	0.116780	0.229097n	1.380060M
500	180	0.129132	0.226600n	1.393165M
500	182	0.142636	0.224234n	1.405322M
500	184	0.157298	0.221928n	1.416877M
500	186	0.173899	0.219639n	1.427809M
500	188	0.191130	0.217462n	1.437572M
500	190	0.211550	0.215325n	1.446305M
500	192	0.232614	0.213284n	1.453485M
500	194	0.256656	0.211295n	1.459180M
500	196	0.282111	0.209409n	1.462929M
500	198	0.310987	0.207521n	1.464527M
500	200	0.341909	0.205759n	1.463906M
600	26	0.019549	1.252461n	211.749100K
600	28	0.018496	1.227531n	216.053800K
600	30	0.017364	1.196878n	221.591700K
600	32	0.016260	1.157504n	229.133700K
600	34	0.015266	1.113033n	238.292400K
600	36	0.014524	1.079140n	245.779400K
600	38	0.013669	1.039843n	255.070600K
600	40	0.012901	1.004674n	264.002200K
600	42	0.012126	0.968914n	273.748600K
600	44	0.011365	0.934090n	283.956500K
600	46	0.010655	0.900953n	294.403100K
600	48	9.977918m	0.868315n	305.471200K
600	50	9.359997m	0.837744n	316.620000K
600	52	8.740082m	0.807662n	328.414500K
600	54	8.219771m	0.780490n	339.849800K
600	56	7.701924m	0.753259n	352.137000K
600	58	7.154323m	0.728146n	364.283000K
600	60	6.815951m	0.704034n	376.760200K
600	62	6.442187m	0.681325n	389.319000K
600	64	6.068429m	0.659386n	402.273300K
600	66	5.739797m	0.639600n	414.718100K
600	68	5.401478m	0.620368n	427.575500K
600	70	5.189200m	0.601550n	440.951700K
600	72	4.977710m	0.583937n	454.253000K
600	74	4.786701m	0.566374n	468.339400K
600	76	4.639515m	0.550106n	482.189500K
600	78	4.530754m	0.534542n	496.229500K
600	80	4.399752m	0.519480n	510.617900K
600	82	4.324672m	0.505544n	524.693400K
600	84	4.300142m	0.492594n	538.487500K
600	86	4.300833m	0.479940n	552.685400K
600	88	4.349808m	0.468690n	565.950900K
600	90	4.463486m	0.456889n	580.569400K
600	92	4.618318m	0.447213n	593.129900K
600	94	4.889159m	0.437129n	606.812400K
600	96	5.248631m	0.427620n	620.305000K
600	98	5.592313m	0.419045n	632.997500K
600	100	6.070573m	0.410239n	646.582000K
600	102	6.538984m	0.402502n	659.009800K
600	104	7.168017m	0.394684n	672.061000K
600	106	7.320887m	0.387404n	684.688800K
600	108	7.635028m	0.380157n	697.740000K
600	110	7.919704m	0.373332n	710.494300K
600	112	8.107585m	0.366591n	723.558100K
600	114	8.255684m	0.360372n	736.042000K
600	116	8.421302m	0.354198n	748.872300K
600	118	8.563583m	0.348098n	761.992700K
600	120	8.744472m	0.342158n	775.222300K
600	122	8.978453m	0.336362n	788.578400K
